pollster,date,sampleSize,marginError,dvalue,rvalue,Year,Type,state
CNBC/Change Research (D),2020-11-01 00:00:00,409.0,,50.0,47.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-11-01 00:00:00,610.0,5.0,49.0,47.0,2020,Presidential,Arizona
Emerson,2020-10-31 00:00:00,732.0,3.6,48.0,46.0,2020,Presidential,Arizona
Rasmussen Reports,2020-10-29 00:00:00,800.0,3.5,45.0,49.0,2020,Presidential,Arizona
NY Times/Siena*,2020-10-30 00:00:00,1252.0,3.0,49.0,43.0,2020,Presidential,Arizona
Trafalgar Group (R)*,2020-10-28 00:00:00,1002.0,3.0,46.0,49.0,2020,Presidential,Arizona
CNN*,2020-10-30 00:00:00,865.0,4.1,50.0,46.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-10-27 00:00:00,714.0,4.0,48.0,46.0,2020,Presidential,Arizona
OH Predictive Insights*,2020-10-25 00:00:00,716.0,3.7,49.0,46.0,2020,Presidential,Arizona
Susquehanna*,2020-10-22 00:00:00,500.0,4.3,46.0,47.0,2020,Presidential,Arizona
Rasmussen Reports,2020-10-19 00:00:00,800.0,3.5,48.0,47.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-10-21 00:00:00,658.0,4.0,49.0,46.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-10-19 00:00:00,232.0,,51.0,45.0,2020,Presidential,Arizona
CBS News/YouGov,2020-10-16 00:00:00,1074.0,4.1,50.0,47.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-10-14 00:00:00,667.0,4.0,50.0,46.0,2020,Presidential,Arizona
Monmouth*,2020-10-13 00:00:00,502.0,4.4,51.0,44.0,2020,Presidential,Arizona
Trafalgar Group (R)*,2020-10-08 00:00:00,1087.0,2.9,44.0,48.0,2020,Presidential,Arizona
OH Predictive Insights,2020-10-08 00:00:00,608.0,4.0,50.0,47.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-10-04 00:00:00,296.0,,51.0,45.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-10-07 00:00:00,633.0,4.3,48.0,46.0,2020,Presidential,Arizona
NY Times/Siena*,2020-10-03 00:00:00,655.0,4.2,49.0,41.0,2020,Presidential,Arizona
USA Today/Suffolk*,2020-09-30 00:00:00,500.0,4.4,50.0,46.0,2020,Presidential,Arizona
Susquehanna,2020-09-28 00:00:00,500.0,4.3,47.0,47.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-09-20 00:00:00,262.0,,49.0,43.0,2020,Presidential,Arizona
ABC News/Wash Post,2020-09-20 00:00:00,579.0,4.5,48.0,49.0,2020,Presidential,Arizona
Reuters/Ipsos,2020-09-17 00:00:00,565.0,4.7,47.0,46.0,2020,Presidential,Arizona
NY Times/Siena*,2020-09-16 00:00:00,653.0,4.1,49.0,40.0,2020,Presidential,Arizona
Monmouth*,2020-09-15 00:00:00,420.0,4.8,48.0,46.0,2020,Presidential,Arizona
Gravis,2020-09-11 00:00:00,684.0,3.8,50.0,48.0,2020,Presidential,Arizona
CBS News/YouGov,2020-09-11 00:00:00,1106.0,,47.0,44.0,2020,Presidential,Arizona
OH Predictive Insights,2020-09-10 00:00:00,600.0,4.0,52.0,42.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-09-06 00:00:00,,,49.0,45.0,2020,Presidential,Arizona
FOX News*,2020-09-01 00:00:00,772.0,3.5,49.0,40.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-08-23 00:00:00,344.0,,49.0,47.0,2020,Presidential,Arizona
Emerson,2020-08-10 00:00:00,661.0,3.8,49.0,45.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-08-09 00:00:00,428.0,,45.0,44.0,2020,Presidential,Arizona
Trafalgar Group (R)*,2020-08-08 00:00:00,1013.0,3.0,45.0,46.0,2020,Presidential,Arizona
OH Predictive Insights,2020-08-04 00:00:00,603.0,4.0,49.0,45.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-07-26 00:00:00,365.0,,47.0,45.0,2020,Presidential,Arizona
CNN,2020-07-24 00:00:00,,3.8,49.0,45.0,2020,Presidential,Arizona
NBC News/Marist,2020-07-22 00:00:00,,4.1,50.0,45.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-07-12 00:00:00,345.0,,51.0,45.0,2020,Presidential,Arizona
CBS News/YouGov,2020-07-10 00:00:00,,3.8,46.0,46.0,2020,Presidential,Arizona
OH Predictive Insights,2020-07-07 00:00:00,600.0,4.0,49.0,44.0,2020,Presidential,Arizona
Gravis,2020-06-27 00:00:00,527.0,4.3,45.0,49.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-06-28 00:00:00,1119.0,,51.0,44.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-06-14 00:00:00,201.0,,45.0,44.0,2020,Presidential,Arizona
NY Times/Siena,2020-06-16 00:00:00,,4.3,48.0,41.0,2020,Presidential,Arizona
FOX News,2020-06-02 00:00:00,,3.0,46.0,42.0,2020,Presidential,Arizona
CNBC/Change Research (D),2020-05-31 00:00:00,329.0,,44.0,45.0,2020,Presidential,Arizona
OH Predictive Insights,2020-05-11 00:00:00,600.0,4.0,50.0,43.0,2020,Presidential,Arizona
OH Predictive Insights,2020-04-08 00:00:00,600.0,4.0,52.0,43.0,2020,Presidential,Arizona
NBC News/Marist,2020-03-15 00:00:00,,2.7,47.0,46.0,2020,Presidential,Arizona
Monmouth,2020-03-14 00:00:00,,3.4,46.0,43.0,2020,Presidential,Arizona
Univision/ASU,2020-03-11 00:00:00,,3.0,50.0,42.0,2020,Presidential,Arizona
OH Predictive Insights,2020-03-04 00:00:00,600.0,4.0,49.0,43.0,2020,Presidential,Arizona
PPP (D),2020-03-03 00:00:00,,3.8,48.0,47.0,2020,Presidential,Arizona
PPP (D),2020-01-04 00:00:00,,3.6,46.0,46.0,2020,Presidential,Arizona
OH Predictive Insights,2020-12-04 00:00:00,628.0,3.9,44.0,46.0,2020,Presidential,Arizona
Emerson,2020-10-28 00:00:00,,3.2,50.0,50.0,2020,Presidential,Arizona
NY Times/Siena,2020-10-23 00:00:00,652.0,4.4,49.0,46.0,2020,Presidential,Arizona
OH Predictive Insights,2020-08-14 00:00:00,600.0,4.0,45.0,43.0,2020,Presidential,Arizona
OH Predictive Insights,2020-05-02 00:00:00,600.0,4.0,49.0,44.0,2020,Presidential,Arizona
OH Predictive Insights,2020-02-13 00:00:00,600.0,4.0,46.0,46.0,2020,Presidential,Arizona
The Arkansas Poll,2020-10-21 00:00:00,591.0,3.9,32.0,65.0,2020,Presidential,Arkansas
Talk Business/Hendrix College*,2020-10-13 00:00:00,647.0,4.9,34.0,58.0,2020,Presidential,Arkansas
Talk Business/Hendrix College,2020-06-10 00:00:00,869.0,3.3,45.0,47.0,2020,Presidential,Arkansas
rcp_average,2020-12-31 00:00:00,,,60.7,31.0,2020,Presidential,California
Berkeley IGS,2020-10-21 00:00:00,5352.0,2.0,65.0,29.0,2020,Presidential,California
PPIC*,2020-10-18 00:00:00,1185.0,4.3,58.0,32.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-09-28 00:00:00,588.0,5.3,59.0,32.0,2020,Presidential,California
Berkeley IGS,2020-09-15 00:00:00,5942.0,2.0,67.0,28.0,2020,Presidential,California
PPIC*,2020-09-13 00:00:00,1168.0,4.3,60.0,31.0,2020,Presidential,California
Berkeley IGS,2020-07-27 00:00:00,6756.0,2.0,67.0,28.0,2020,Presidential,California
PPIC,2020-05-26 00:00:00,1048.0,4.6,57.0,33.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-05-19 00:00:00,537.0,5.4,58.0,30.0,2020,Presidential,California
Emerson,2020-05-10 00:00:00,,3.4,59.0,29.0,2020,Presidential,California
CNN,2020-02-26 00:00:00,,3.0,60.0,35.0,2020,Presidential,California
CNN,2020-12-08 00:00:00,,3.7,56.0,36.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-11-22 00:00:00,,2.4,59.0,32.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-10-16 00:00:00,,3.8,59.0,32.0,2020,Presidential,California
Emerson,2020-09-16 00:00:00,,3.3,64.0,36.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-09-16 00:00:00,,3.2,57.0,31.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-08-05 00:00:00,,2.7,61.0,27.0,2020,Presidential,California
KGTV-TV/SurveyUSA,2020-03-25 00:00:00,,3.2,56.0,33.0,2020,Presidential,California
U. of Colorado/YouGov,2020-10-09 00:00:00,800.0,4.6,47.0,38.0,2020,Presidential,Colorado
KUSA/SurveyUSA,2020-10-06 00:00:00,1109.0,3.9,50.0,40.0,2020,Presidential,Colorado
Quinnipiac,2020-05-04 00:00:00,,3.2,56.0,33.0,2020,Presidential,Connecticut
Hartford Courant/Sacred Heart,2020-04-03 00:00:00,,3.0,47.0,34.0,2020,Presidential,Connecticut
Hartford Courant/Sacred Heart,2020-03-12 00:00:00,,3.0,52.0,36.0,2020,Presidential,Connecticut
Hartford Courant/Sacred Heart,2020-01-02 00:00:00,,3.0,52.0,32.0,2020,Presidential,Connecticut
University of Delaware*,2020-09-27 00:00:00,847.0,4.0,54.0,33.0,2020,Presidential,Delaware
PPP (D),2020-08-22 00:00:00,,3.7,58.0,37.0,2020,Presidential,Delaware
Gonzales Research,2020-01-19 00:00:00,,5.0,56.0,40.0,2020,Presidential,Delaware
rcp_average,2020-11-02 00:00:00,,,47.9,47.0,2020,Presidential,Florida
FOX 35/InsiderAdvantage*,2020-11-02 00:00:00,400.0,4.4,47.0,48.0,2020,Presidential,Florida
Trafalgar Group (R)*,2020-11-02 00:00:00,1003.0,2.9,47.0,49.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-11-01 00:00:00,806.0,,51.0,48.0,2020,Presidential,Florida
Susquehanna*,2020-11-01 00:00:00,400.0,4.9,46.0,47.0,2020,Presidential,Florida
Rasmussen Reports,2020-10-31 00:00:00,800.0,3.5,48.0,47.0,2020,Presidential,Florida
Quinnipiac,2020-11-01 00:00:00,1657.0,2.4,47.0,42.0,2020,Presidential,Florida
St. Pete Polls,2020-10-30 00:00:00,2758.0,1.9,49.0,48.0,2020,Presidential,Florida
Reuters/Ipsos,2020-11-01 00:00:00,610.0,5.0,50.0,46.0,2020,Presidential,Florida
NY Times/Siena*,2020-10-31 00:00:00,1451.0,3.2,47.0,44.0,2020,Presidential,Florida
Emerson,2020-10-30 00:00:00,849.0,3.3,51.0,45.0,2020,Presidential,Florida
The Hill/HarrisX,2020-10-29 00:00:00,1148.0,,50.0,47.0,2020,Presidential,Florida
Trafalgar Group (R)*,2020-10-28 00:00:00,1088.0,2.9,47.0,50.0,2020,Presidential,Florida
ABC News/Wash Post*,2020-10-29 00:00:00,824.0,4.0,48.0,50.0,2020,Presidential,Florida
Monmouth*,2020-10-28 00:00:00,500.0,4.4,51.0,45.0,2020,Presidential,Florida
NBC News/Marist,2020-10-27 00:00:00,743.0,4.4,51.0,47.0,2020,Presidential,Florida
Quinnipiac,2020-10-27 00:00:00,1324.0,2.7,45.0,42.0,2020,Presidential,Florida
Florida Atlantic University,2020-10-25 00:00:00,937.0,3.1,50.0,48.0,2020,Presidential,Florida
Susquehanna*,2020-10-25 00:00:00,400.0,4.9,44.0,48.0,2020,Presidential,Florida
Reuters/Ipsos,2020-10-27 00:00:00,704.0,4.0,49.0,47.0,2020,Presidential,Florida
CBS News/YouGov,2020-10-23 00:00:00,1228.0,3.6,50.0,48.0,2020,Presidential,Florida
Florida St./YouGov,2020-10-26 00:00:00,1200.0,3.2,48.0,46.0,2020,Presidential,Florida
St. Pete Polls,2020-10-22 00:00:00,2527.0,2.0,49.0,47.0,2020,Presidential,Florida
Rasmussen Reports,2020-10-21 00:00:00,800.0,3.5,46.0,50.0,2020,Presidential,Florida
CNN*,2020-10-20 00:00:00,847.0,4.0,50.0,46.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-10-19 00:00:00,547.0,,50.0,45.0,2020,Presidential,Florida
Reuters/Ipsos,2020-10-20 00:00:00,662.0,4.0,50.0,46.0,2020,Presidential,Florida
UNF,2020-10-16 00:00:00,863.0,3.3,48.0,47.0,2020,Presidential,Florida
The Hill/HarrisX,2020-10-15 00:00:00,965.0,,48.0,48.0,2020,Presidential,Florida
Trafalgar Group (R)*,2020-10-13 00:00:00,1051.0,2.9,46.0,48.0,2020,Presidential,Florida
St. Pete Polls,2020-10-12 00:00:00,2215.0,2.1,49.0,47.0,2020,Presidential,Florida
Emerson,2020-10-12 00:00:00,690.0,3.7,50.0,47.0,2020,Presidential,Florida
Reuters/Ipsos,2020-10-14 00:00:00,653.0,4.0,49.0,47.0,2020,Presidential,Florida
Mason-Dixon,2020-10-12 00:00:00,625.0,4.0,48.0,45.0,2020,Presidential,Florida
Florida Atlantic University,2020-10-10 00:00:00,644.0,3.8,51.0,47.0,2020,Presidential,Florida
FOX 35/InsiderAdvantage*,2020-10-07 00:00:00,400.0,4.9,43.0,46.0,2020,Presidential,Florida
Reuters/Ipsos,2020-10-07 00:00:00,678.0,4.3,49.0,45.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-10-04 00:00:00,560.0,,50.0,46.0,2020,Presidential,Florida
Quinnipiac,2020-10-05 00:00:00,1256.0,2.8,51.0,40.0,2020,Presidential,Florida
USA Today/Suffolk*,2020-10-04 00:00:00,500.0,4.4,45.0,45.0,2020,Presidential,Florida
UNF,2020-10-04 00:00:00,3134.0,1.8,51.0,45.0,2020,Presidential,Florida
NY Times/Siena*,2020-10-01 00:00:00,710.0,4.2,47.0,42.0,2020,Presidential,Florida
Susquehanna,2020-09-26 00:00:00,500.0,4.3,46.0,43.0,2020,Presidential,Florida
St. Pete Polls,2020-09-22 00:00:00,2906.0,1.8,50.0,47.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-09-20 00:00:00,702.0,,49.0,46.0,2020,Presidential,Florida
ABC News/Wash Post,2020-09-20 00:00:00,613.0,4.5,47.0,51.0,2020,Presidential,Florida
CBS News/YouGov,2020-09-18 00:00:00,1205.0,,48.0,46.0,2020,Presidential,Florida
Reuters/Ipsos,2020-09-16 00:00:00,586.0,4.6,47.0,47.0,2020,Presidential,Florida
Florida Atlantic University,2020-09-12 00:00:00,,3.8,50.0,50.0,2020,Presidential,Florida
Monmouth*,2020-09-13 00:00:00,428.0,4.7,50.0,45.0,2020,Presidential,Florida
St. Pete Polls,2020-09-08 00:00:00,2689.0,1.9,50.0,47.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-09-06 00:00:00,,,49.0,46.0,2020,Presidential,Florida
NBC News/Marist,2020-09-06 00:00:00,766.0,4.5,48.0,48.0,2020,Presidential,Florida
Trafalgar Group (R)*,2020-09-03 00:00:00,1022.0,3.0,46.0,49.0,2020,Presidential,Florida
Quinnipiac,2020-09-01 00:00:00,1235.0,2.8,48.0,45.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-08-23 00:00:00,1262.0,,49.0,46.0,2020,Presidential,Florida
PPP (D),2020-08-22 00:00:00,,3.8,48.0,44.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-08-09 00:00:00,469.0,,50.0,44.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-07-26 00:00:00,685.0,,48.0,45.0,2020,Presidential,Florida
Mason-Dixon,2020-07-23 00:00:00,,4.0,50.0,46.0,2020,Presidential,Florida
CNN,2020-07-24 00:00:00,,3.8,51.0,46.0,2020,Presidential,Florida
Quinnipiac,2020-07-20 00:00:00,,3.2,51.0,38.0,2020,Presidential,Florida
St. Pete Polls*,2020-07-14 00:00:00,3018.0,1.8,50.0,44.0,2020,Presidential,Florida
Gravis,2020-07-13 00:00:00,,4.3,53.0,43.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-07-12 00:00:00,1128.0,,50.0,43.0,2020,Presidential,Florida
CBS News/YouGov,2020-07-10 00:00:00,,3.5,48.0,42.0,2020,Presidential,Florida
Trafalgar Group (R),2020-07-02 00:00:00,1072.0,2.9,46.0,46.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-06-28 00:00:00,951.0,,50.0,45.0,2020,Presidential,Florida
FOX News,2020-06-23 00:00:00,,3.0,49.0,40.0,2020,Presidential,Florida
NY Times/Siena,2020-06-18 00:00:00,,4.6,47.0,41.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-06-14 00:00:00,731.0,,50.0,43.0,2020,Presidential,Florida
TIPP,2020-06-12 00:00:00,875.0,,51.0,40.0,2020,Presidential,Florida
CNBC/Change Research (D),2020-05-31 00:00:00,1186.0,,48.0,45.0,2020,Presidential,Florida
St. Pete Polls,2020-05-27 00:00:00,,1.4,48.0,47.0,2020,Presidential,Florida
Florida Atlantic University,2020-05-12 00:00:00,,3.1,53.0,47.0,2020,Presidential,Florida
FOX News,2020-04-21 00:00:00,,3.0,46.0,43.0,2020,Presidential,Florida
Quinnipiac,2020-04-20 00:00:00,,2.6,46.0,42.0,2020,Presidential,Florida
St. Pete Polls,2020-04-17 00:00:00,,1.3,48.0,48.0,2020,Presidential,Florida
UNF,2020-04-04 00:00:00,,1.7,46.0,40.0,2020,Presidential,Florida
Univision,2020-03-12 00:00:00,1071.0,3.0,45.0,48.0,2020,Presidential,Florida
Florida Atlantic University,2020-03-07 00:00:00,,2.7,49.0,51.0,2020,Presidential,Florida
UNF,2020-02-18 00:00:00,,3.6,49.0,48.0,2020,Presidential,Florida
Florida Atlantic University,2020-01-12 00:00:00,,2.6,51.0,49.0,2020,Presidential,Florida
Mason-Dixon,2020-12-16 00:00:00,,4.0,47.0,45.0,2020,Presidential,Florida
NY Times/Siena,2020-10-26 00:00:00,650.0,4.4,46.0,44.0,2020,Presidential,Florida
UNF,2020-10-18 00:00:00,,3.8,48.0,43.0,2020,Presidential,Florida
Florida Atlantic University,2020-09-15 00:00:00,,3.1,49.0,50.0,2020,Presidential,Florida
St. Pete Polls,2020-06-16 00:00:00,3095.0,1.8,47.0,47.0,2020,Presidential,Florida
Quinnipiac,2020-06-17 00:00:00,,3.3,50.0,41.0,2020,Presidential,Florida
Florida Atlantic University,2020-05-19 00:00:00,,3.0,50.0,50.0,2020,Presidential,Florida
rcp_average,2020-11-02 00:00:00,,,47.2,48.2,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-11-01 00:00:00,500.0,4.4,46.0,50.0,2020,Presidential,Georgia
Trafalgar Group (R)*,2020-11-02 00:00:00,1013.0,2.9,45.0,50.0,2020,Presidential,Georgia
InsiderAdvantage*,2020-11-01 00:00:00,500.0,4.4,46.0,48.0,2020,Presidential,Georgia
Emerson,2020-10-31 00:00:00,749.0,3.5,48.0,49.0,2020,Presidential,Georgia
PPP (D),2020-10-28 00:00:00,661.0,3.8,48.0,46.0,2020,Presidential,Georgia
Monmouth*,2020-10-27 00:00:00,504.0,4.4,50.0,46.0,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-10-28 00:00:00,750.0,3.6,47.0,48.0,2020,Presidential,Georgia
CBS News/YouGov,2020-10-23 00:00:00,1090.0,3.4,49.0,49.0,2020,Presidential,Georgia
WSB-TV/Landmark,2020-10-21 00:00:00,500.0,4.4,45.0,49.0,2020,Presidential,Georgia
Emerson,2020-10-19 00:00:00,506.0,4.3,47.0,48.0,2020,Presidential,Georgia
Atlanta Journal-Constitution*,2020-10-23 00:00:00,1145.0,4.0,47.0,46.0,2020,Presidential,Georgia
NY Times/Siena*,2020-10-19 00:00:00,759.0,2.8,45.0,45.0,2020,Presidential,Georgia
WXIA-TV/SurveyUSA,2020-10-12 00:00:00,677.0,5.7,48.0,46.0,2020,Presidential,Georgia
Quinnipiac,2020-10-12 00:00:00,1040.0,3.0,51.0,44.0,2020,Presidential,Georgia
PPP (D),2020-10-09 00:00:00,528.0,4.3,47.0,46.0,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-10-07 00:00:00,600.0,4.0,47.0,49.0,2020,Presidential,Georgia
Atlanta Journal-Constitution*,2020-10-06 00:00:00,1106.0,2.9,46.0,48.0,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-09-30 00:00:00,500.0,4.0,47.0,45.0,2020,Presidential,Georgia
Quinnipiac,2020-09-27 00:00:00,1125.0,2.9,50.0,47.0,2020,Presidential,Georgia
CBS News/YouGov,2020-09-25 00:00:00,1142.0,3.4,46.0,47.0,2020,Presidential,Georgia
Monmouth*,2020-09-21 00:00:00,402.0,4.9,46.0,48.0,2020,Presidential,Georgia
NY Times/Siena*,2020-09-21 00:00:00,523.0,4.9,45.0,45.0,2020,Presidential,Georgia
Univ. of Georgia*,2020-09-20 00:00:00,1150.0,4.0,47.0,47.0,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-08-31 00:00:00,500.0,4.4,41.0,48.0,2020,Presidential,Georgia
WSB-TV/Landmark*,2020-08-15 00:00:00,500.0,4.4,45.0,47.0,2020,Presidential,Georgia
WXIA-TV/SurveyUSA,2020-08-08 00:00:00,623.0,5.3,46.0,44.0,2020,Presidential,Georgia
CBS News/YouGov,2020-07-31 00:00:00,1109.0,,46.0,45.0,2020,Presidential,Georgia
Monmouth*,2020-07-27 00:00:00,402.0,4.9,47.0,48.0,2020,Presidential,Georgia
Trafalgar Group (R)*,2020-07-18 00:00:00,1023.0,3.0,43.0,50.0,2020,Presidential,Georgia
OAN/Gravis,2020-07-02 00:00:00,,4.3,45.0,48.0,2020,Presidential,Georgia
FOX News,2020-06-23 00:00:00,,3.0,47.0,45.0,2020,Presidential,Georgia
Univ. of Georgia,2020-03-02 00:00:00,,2.9,43.0,51.0,2020,Presidential,Georgia
Mason-Dixon,2020-12-23 00:00:00,,4.0,44.0,51.0,2020,Presidential,Georgia
WXIA-TV/SurveyUSA,2020-11-18 00:00:00,1303.0,3.2,47.0,43.0,2020,Presidential,Georgia
Atlanta Journal-Constitution,2020-11-08 00:00:00,,3.0,51.0,43.0,2020,Presidential,Georgia
HNN/Civil Beat,2020-10-07 00:00:00,,3.1,61.0,28.0,2020,Presidential,Hawaii
HNN/Civil Beat,2020-07-30 00:00:00,,3.1,56.0,29.0,2020,Presidential,Hawaii
SurveyUSA,2020-10-13 00:00:00,527.0,5.2,42.0,49.0,2020,Presidential,Indiana
Indy Politics/Change Res. (D)*,2020-09-07 00:00:00,1033.0,3.1,39.0,53.0,2020,Presidential,Indiana
Indy Politics/Change Res. (D)*,2020-04-13 00:00:00,1021.0,3.1,39.0,52.0,2020,Presidential,Indiana
rcp_average,2020-11-02 00:00:00,,,45.6,47.6,2020,Presidential,Iowa
PPP (D),2020-11-02 00:00:00,871.0,,49.0,48.0,2020,Presidential,Iowa
InsiderAdvantage*,2020-10-30 00:00:00,400.0,4.9,46.0,48.0,2020,Presidential,Iowa
Emerson,2020-10-30 00:00:00,604.0,3.9,46.0,47.0,2020,Presidential,Iowa
Des Moines Register,2020-10-29 00:00:00,814.0,3.4,41.0,48.0,2020,Presidential,Iowa
Quinnipiac,2020-10-27 00:00:00,1225.0,2.8,46.0,47.0,2020,Presidential,Iowa
Who-TV 13**,2020-10-24 00:00:00,693.0,4.0,50.0,46.0,2020,Presidential,Iowa
Emerson,2020-10-21 00:00:00,435.0,4.7,46.0,48.0,2020,Presidential,Iowa
NY Times/Siena*,2020-10-20 00:00:00,753.0,3.9,46.0,43.0,2020,Presidential,Iowa
InsiderAdvantage*,2020-10-19 00:00:00,400.0,4.9,45.0,45.0,2020,Presidential,Iowa
Monmouth*,2020-10-19 00:00:00,501.0,4.4,50.0,47.0,2020,Presidential,Iowa
CBS News/YouGov,2020-10-09 00:00:00,1035.0,3.5,49.0,49.0,2020,Presidential,Iowa
Quinnipiac,2020-10-05 00:00:00,1256.0,2.8,50.0,45.0,2020,Presidential,Iowa
Who-TV 13**,2020-09-26 00:00:00,780.0,4.0,48.0,46.0,2020,Presidential,Iowa
Monmouth*,2020-09-22 00:00:00,402.0,4.9,46.0,49.0,2020,Presidential,Iowa
NY Times/Siena*,2020-09-21 00:00:00,501.0,5.0,45.0,42.0,2020,Presidential,Iowa
Des Moines Register,2020-09-17 00:00:00,658.0,3.8,47.0,47.0,2020,Presidential,Iowa
Monmouth*,2020-08-03 00:00:00,401.0,4.9,46.0,48.0,2020,Presidential,Iowa
Des Moines Register,2020-06-10 00:00:00,674.0,3.8,43.0,44.0,2020,Presidential,Iowa
PPP (D),2020-05-01 00:00:00,,2.8,46.0,48.0,2020,Presidential,Iowa
Des Moines Register,2020-03-05 00:00:00,667.0,3.8,41.0,51.0,2020,Presidential,Iowa
NY Times/Siena,2020-01-23 00:00:00,,2.8,44.0,46.0,2020,Presidential,Iowa
PPP (D),2020-12-31 00:00:00,,3.2,46.0,49.0,2020,Presidential,Iowa
Emerson,2020-12-10 00:00:00,,3.0,45.0,49.0,2020,Presidential,Iowa
NY Times/Siena,2020-10-30 00:00:00,,3.1,44.0,45.0,2020,Presidential,Iowa
Emerson,2020-10-16 00:00:00,,3.2,49.0,51.0,2020,Presidential,Iowa
Emerson,2020-03-24 00:00:00,,3.6,53.0,47.0,2020,Presidential,Iowa
Emerson,2020-02-02 00:00:00,,3.4,51.0,49.0,2020,Presidential,Iowa
NY Times/Siena*,2020-10-20 00:00:00,755.0,4.0,41.0,48.0,2020,Presidential,Kansas
Fort Hays St. University,2020-10-01 00:00:00,,,38.0,52.0,2020,Presidential,Kansas
SurveyUSA,2020-08-09 00:00:00,1202.0,3.3,41.0,48.0,2020,Presidential,Kansas
Mason-Dixon,2020-10-15 00:00:00,625.0,4.0,39.0,56.0,2020,Presidential,Kentucky
Quinnipiac,2020-09-14 00:00:00,1164.0,2.9,38.0,58.0,2020,Presidential,Kentucky
Quinnipiac,2020-08-03 00:00:00,,3.3,41.0,50.0,2020,Presidential,Kentucky
PPP (D),2020-05-15 00:00:00,,3.0,39.0,55.0,2020,Presidential,Kentucky
University of New Orleans,2020-10-22 00:00:00,755.0,3.6,36.0,59.0,2020,Presidential,Louisiana
Trafalgar Group (R)*,2020-10-06 00:00:00,1048.0,3.0,36.0,54.0,2020,Presidential,Louisiana
Trafalgar Group (R)*,2020-08-17 00:00:00,1002.0,3.0,38.0,54.0,2020,Presidential,Louisiana
rcp_average,2020-12-31 00:00:00,,,50.3,39.7,2020,Presidential,Maine
